GENDER,EDU_FATHER,EDU_MOTHER,OCC_FATHER,OCC_MOTHER,RESIDENCE_STRATUM,SOCIAL_SUPPORT,HOUSEHOLD_SIZE,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,REFRIGERATOR,PHONE,MOBILE,HOUSEHOLD_INCOME,JOB,PUBLIC_SCHOOL,SCHOOL_TYPE,QR_PRO,ENG_PRO
M,2.0,2.5,Operator,Operator,2.0,None,6.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL,99,99
M,3.0,3.0,Executive,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,98,72
F,1.5,1.0,Operator,Operator,1.0,Level 1,4.0,No,No,No,No,No,No,No,No,Yes,No,2.0,0.0,no,ACADEMIC,20,17
M,4.0,3.0,Executive,Executive,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,99,98
F,4.0,,,,5.0,None,10.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,98,94
M,4.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6.0,0.0,no,ACADEMIC,88,62
M,0.5,0.5,Independent,Home,2.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,83,75
F,2.0,3.0,Small entrepreneur ,Executive,3.0,Level 3,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,1.0,no,ACADEMIC,59,34
M,,,Small entrepreneur ,Small entrepreneur ,2.0,Level 2,9.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,6,8
F,2.0,3.0,Entrepreneur ,Small entrepreneur ,5.0,None,11.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,76,86
M,1.0,1.5,Small entrepreneur ,Other occupation,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,99,86
M,3.0,3.0,Operator,Operator,3.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,4.0,0.0,no,ACADEMIC,97,85
M,4.0,4.0,Entrepreneur ,Independent professional,6.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,7.0,0.0,no,ACADEMIC,98,100
F,3.0,3.0,Technical or professional level employee,Home,3.0,None,4.0,No,No,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,no,TECHNICAL,89,61
M,3.0,2.0,Independent,Independent,2.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.0,2.0,no,ACADEMIC,32,38
F,0.5,,,,5.0,None,3.0,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,4.0,0.0,no,TECHNICAL/ACADEMIC,58,55
M,3.0,2.5,Independent professional,Operator,3.0,Level 3,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,26,35
M,2.5,2.0,Other occupation,Home,1.0,Level 1,2.0,No,No,No,No,No,No,No,No,No,No,1.0,1.0,no,ACADEMIC,72,7
F,3.0,3.0,Independent professional,Entrepreneur ,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,56,61
F,,,Independent professional,Auxiliary or Administrative,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,ACADEMIC,36,66
M,1.5,2.0,Operator,Home,3.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,3,70
M,2.0,1.5,Other occupation,Home,2.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,86,76
M,,3.0,Retired,Auxiliary or Administrative,2.0,Level 2,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,93,99
F,2.0,1.5,Operator,Operator,3.0,Level 1,2.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL,93,81
F,,,,Home,3.0,None,5.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,54,57
M,,,,,2.0,Level 2,2.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,69,1
M,0.5,1.0,,,3.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL,42,78
M,0.5,0.5,,,3.0,None,4.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,97,61
M,2.0,3.0,Operator,Other occupation,3.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,50,64
M,3.0,3.0,Technical or professional level employee,Home,2.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,99,79
M,3.0,2.0,Independent,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,99,94
M,4.0,3.0,Operator,Operator,2.0,None,3.0,No,No,No,No,No,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,82,58
M,3.0,2.5,Executive,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,96,51
F,3.0,2.5,Home,Independent,3.0,Level 2,4.0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,88,74
M,,4.0,Independent professional,,3.0,None,3.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL,64,33
F,3.0,3.0,Other occupation,Independent professional,3.0,None,3.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,49,66
F,3.0,3.0,Technical or professional level employee,Technical or professional level employee,3.0,Level 3,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,3.0,0.0,yes,ACADEMIC,11,68
M,0.5,0.5,Small entrepreneur ,Small entrepreneur ,3.0,None,5.0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL,85,45
M,1.5,2.0,Other occupation,Home,1.0,None,3.0,No,Yes,No,No,No,No,Yes,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,99,87
M,,0.0,Other occupation,Retired,3.0,Level 3,3.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,2.0,0.0,yes,ACADEMIC,29,69
F,,,Other occupation,Other occupation,3.0,None,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,76,80
M,,2.0,Other occupation,Operator,1.0,Level 1,4.0,No,No,No,Yes,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,60,75
F,,,Other occupation,Other occupation,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,80,55
F,,,Other occupation,Other occupation,3.0,None,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,69,22
M,2.0,2.5,Independent professional,Home,3.0,None,2.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,96,37
M,2.0,2.0,Independent,Home,1.0,None,4.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,65,47
F,1.5,1.5,,,4.0,,4.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,no,TECHNICAL/ACADEMIC,38,73
M,,,Other occupation,Other occupation,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,78,20
F,,,,Home,3.0,None,6.0,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,1.0,,yes,ACADEMIC,93,75
M,4.0,,,Home,4.0,Level 2,5.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,ACADEMIC,94,36
F,,1.0,,,2.0,None,4.0,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,2.0,,no,TECHNICAL/ACADEMIC,99,95
F,4.0,2.0,Retired,Small entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,85,79
F,2.5,3.0,Independent,Executive,4.0,None,7.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,90,92
M,,,,Home,3.0,None,5.0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,97,84
F,2.0,1.0,Operator,Home,1.0,None,4.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,95,55
M,4.0,3.0,Executive,Independent professional,4.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,99,91
F,3.0,3.0,Entrepreneur ,Independent professional,6.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,0.0,no,TECHNICAL/ACADEMIC,23,67
F,0.5,0.5,,Home,4.0,None,4.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,3.0,,yes,TECHNICAL/ACADEMIC,74,81
F,,,Technical or professional level employee,Home,3.0,None,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,35,40
F,1.5,3.0,Independent,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,54,58
F,,,,,3.0,None,11.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,95,53
F,1.0,0.5,,,5.0,None,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,98,98
M,,,,,3.0,None,7.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,5.0,0.0,yes,TECHNICAL/ACADEMIC,88,52
F,2.0,3.0,Executive,Independent professional,6.0,None,6.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,89,91
M,,,,Home,6.0,None,5.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,no,ACADEMIC,93,88
M,3.0,2.0,Small entrepreneur ,Small entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,96,98
M,3.0,3.0,Technical or professional level employee,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,52,74
M,3.0,3.0,Small entrepreneur ,Entrepreneur ,2.0,Level 2,5.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,99,64
F,3.0,3.0,Independent,Home,3.0,None,8.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,87,39
M,,,,,3.0,None,4.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,97,67
F,2.0,3.0,Independent,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,58,92
M,3.0,2.0,Other occupation,Independent,3.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,22,23
F,3.0,3.0,Independent,Executive,3.0,None,3.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,75,45
M,2.0,1.5,Other occupation,Home,3.0,None,2.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,98,81
F,,0.5,,,2.0,Level 2,5.0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,93,67
M,,,,,3.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,,no,TECHNICAL/ACADEMIC,100,78
M,,,,,1.0,Level 1,4.0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,94,18
F,2.0,2.5,Auxiliary or Administrative,Home,1.0,None,5.0,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,95,88
M,,,,,3.0,None,5.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,ACADEMIC,99,90
M,,0.5,,,4.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,72,67
M,3.0,3.0,Executive,Technical or professional level employee,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,TECHNICAL/ACADEMIC,75,33
M,3.0,3.0,Retired,Technical or professional level employee,3.0,None,7.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,TECHNICAL/ACADEMIC,95,92
F,,,Entrepreneur ,,5.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5.0,0.0,no,ACADEMIC,64,85
F,3.0,3.0,Executive,Executive,5.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,65,88
M,3.0,1.5,Technical or professional level employee,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,68,87
M,2.5,3.0,Small entrepreneur ,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,90,64
M,,,Executive,Independent professional,4.0,None,2.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,82,62
F,2.5,2.5,Technical or professional level employee,Independent,4.0,None,4.0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,94,93
F,4.0,3.0,Operator,Independent professional,4.0,None,4.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,84,86
F,3.0,3.0,Technical or professional level employee,Home,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,49,85
F,0.5,0.5,Independent,Home,4.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,46,44
F,3.0,2.0,Independent,Independent,4.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,95,89
M,2.0,3.0,Executive,Executive,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,99,89
F,,,,Home,2.0,Level 2,4.0,No,No,No,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,86,68
M,4.0,2.0,Executive,Other occupation,4.0,None,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,99,64
M,2.0,2.0,Operator,Home,3.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,97,89
M,3.0,2.5,Retired,Technical or professional level employee,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,100,90
F,2.0,2.0,Auxiliary or Administrative,Home,3.0,None,4.0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,66,63
M,4.0,4.0,Executive,Executive,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.0,0.0,yes,TECHNICAL/ACADEMIC,97,95
F,,,,Home,5.0,None,5.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,93,83
F,2.0,2.0,Independent professional,Independent professional,3.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,90,73
F,1.5,2.0,Operator,Operator,3.0,None,3.0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,89,72
F,2.0,2.0,Operator,Independent,3.0,None,5.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,62,68
F,4.0,4.0,Executive,Technical or professional level employee,4.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,92,61
F,3.0,3.0,Executive,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,36,85
M,0.5,0.5,,,4.0,None,4.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,no,ACADEMIC,92,63
F,4.0,4.0,Independent professional,Independent professional,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,67,86
F,1.5,4.0,Small entrepreneur ,Independent professional,4.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,99,93
M,,3.0,Other occupation,Technical or professional level employee,4.0,None,3.0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,78,41
M,3.0,3.0,Entrepreneur ,Small entrepreneur ,4.0,None,3.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.0,0.0,no,ACADEMIC,79,73
M,1.5,2.5,Retired,Home,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,77,99
M,4.0,3.0,Executive,Executive,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.0,0.0,no,ACADEMIC,100,100
M,4.0,2.5,Executive,Executive,6.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,95,95
M,4.0,4.0,Independent,Technical or professional level employee,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,99,96
M,,,Entrepreneur ,Home,1.0,Level 1,4.0,No,Yes,No,No,No,No,No,Yes,Yes,Yes,2.0,0.0,yes,ACADEMIC,93,58
F,4.0,4.0,,,4.0,None,5.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,37,41
F,,,,,4.0,None,4.0,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,88,80
F,2.0,2.0,Independent,Home,3.0,Level 3,5.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,75,83
F,,0.5,,,4.0,None,4.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,82,87
F,1.5,,,,3.0,None,3.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,2.0,2.0,no,TECHNICAL/ACADEMIC,100,92
F,4.0,2.5,Executive,Home,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.0,0.0,no,TECHNICAL/ACADEMIC,99,44
F,0.5,,,Home,3.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,no,TECHNICAL/ACADEMIC,35,82
M,0.5,,,,3.0,None,4.0,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,3.0,0.0,no,TECHNICAL/ACADEMIC,98,96
M,3.0,2.5,Independent professional,Independent professional,1.0,None,4.0,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,87,17
F,,,,,2.0,Level 1,4.0,No,Yes,No,Yes,No,No,No,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,52,69
M,3.0,3.0,Other occupation,Home,6.0,None,5.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,90,98
F,4.0,4.0,Entrepreneur ,Entrepreneur ,4.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,82,90
M,3.0,3.0,Independent,Retired,3.0,None,2.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,98,91
M,2.0,2.0,Small entrepreneur ,Small entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0.0,no,ACADEMIC,76,96
F,1.0,2.0,Independent,Small entrepreneur ,2.0,Level 2,8.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,80,58
M,4.0,3.0,Operator,Independent,5.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,90,80
M,4.0,4.0,Executive,Independent professional,4.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,0.0,no,ACADEMIC,89,84
M,1.5,2.0,Entrepreneur ,Entrepreneur ,2.0,Level 2,3.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,4.0,2.0,no,ACADEMIC,43,30
M,,,,,4.0,None,4.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,,no,ACADEMIC,96,78
M,,,,,1.0,Level 1,5.0,Yes,No,No,Yes,No,No,No,Yes,No,Yes,1.0,1.0,yes,TECHNICAL/ACADEMIC,89,33
M,2.0,2.0,Small entrepreneur ,Small entrepreneur ,4.0,None,4.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0.0,yes,TECHNICAL/ACADEMIC,92,71
M,4.0,4.0,Technical or professional level employee,Technical or professional level employee,4.0,None,5.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,4.0,0.0,yes,TECHNICAL/ACADEMIC,94,100
F,1.5,1.5,Small entrepreneur ,Home,3.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,1.0,yes,TECHNICAL/ACADEMIC,50,39
F,4.0,,,,4.0,None,5.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,1.0,0.0,yes,TECHNICAL/ACADEMIC,39,49
M,,,,Home,1.0,None,4.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,79,46
F,2.0,2.0,Independent,Entrepreneur ,3.0,None,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.0,0.0,yes,TECHNICAL/ACADEMIC,31,53
M,2.0,2.0,Small entrepreneur ,Home,3.0,None,4.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,3.0,0.0,no,ACADEMIC,82,77
M,,,Small entrepreneur ,Small entrepreneur ,2.0,Level 3,4.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,0.0,yes,TECHNICAL/ACADEMIC,93,71
F,,,,Home,2.0,Level 2,4.0,No,No,No,No,No,No,Yes,Yes,No,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,96,68
F,2.0,2.0,Independent,Independent,2.0,Level 2,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,88,50
F,,,,Home,2.0,Level 2,2.0,Yes,No,No,No,No,No,No,Yes,Yes,Yes,2.0,,yes,TECHNICAL/ACADEMIC,52,59
M,,,,Home,3.0,Level 3,3.0,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,2.0,,yes,TECHNICAL/ACADEMIC,84,51
M,1.5,2.0,Independent,Home,1.0,Level 1,5.0,No,Yes,No,No,No,No,No,Yes,Yes,No,2.0,1.0,yes,TECHNICAL/ACADEMIC,98,57
F,,,,Home,2.0,Level 2,3.0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,2.0,,yes,ACADEMIC,62,32
F,2.0,2.0,Independent,Home,2.0,Level 1,5.0,No,No,No,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,ACADEMIC,96,75
M,2.5,3.0,Technical or professional level employee,Technical or professional level employee,3.0,None,4.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,4.0,0.0,yes,TECHNICAL/ACADEMIC,89,86
F,1.5,0.5,Independent,Home,1.0,Level 1,4.0,No,No,Yes,No,No,No,No,Yes,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,66,5
M,1.0,2.0,Retired,Home,3.0,Level 3,3.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.0,0.0,yes,TECHNICAL/ACADEMIC,91,72
M,1.0,1.0,Independent,Home,2.0,Level 2,5.0,No,No,No,No,No,No,No,No,Yes,No,1.0,0.0,yes,TECHNICAL/ACADEMIC,94,57
