@relation ./DSSD/data/datasets/mushrooms/mushrooms

@attribute veil_type {'p'}
@attribute bruises {'f','t'}
@attribute gill_size {'b','n'}
@attribute gill_spacing {'c','w'}
@attribute gill_attachment {'a','f'}
@attribute stalk_shape {'e','t'}
@attribute ring_number {'n','o','t'}
@attribute stalk_surface_below_ring {'f','k','s','y'}
@attribute cap_surface {'f','g','s','y'}
@attribute stalk_surface_above_ring {'f','k','s','y'}
@attribute veil_color {'n','o','w','y'}
@attribute stalk_root {'?','b','c','e','r'}
@attribute ring_type {'e','f','l','n','p'}
@attribute population {'a','c','n','s','v','y'}
@attribute cap_shape {'b','c','f','k','s','x'}
@attribute habitat {'d','g','l','m','p','u','w'}
@attribute odor {'a','c','f','l','m','n','p','s','y'}
@attribute stalk_color_above_ring {'b','c','e','g','n','o','p','w','y'}
@attribute spore_print_color {'b','h','k','n','o','r','u','w','y'}
@attribute stalk_color_below_ring {'b','c','e','g','n','o','p','w','y'}
@attribute cap_color {'b','c','e','g','n','p','r','u','w','y'}
@attribute gill_color {'b','e','g','h','k','n','o','p','r','u','w','y'}
@attribute class {'str0','str1'}
@data
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','g','a','w','n','w','w','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','a','w','n','w','w','n','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','f','d','l','w','u','w','w','w','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','f','u','n','w','k','w','g','g','str0'
'p','f','b','w','f','t','o','s','s','s','w','e','e','a','f','g','n','w','k','w','g','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','a','w','n','w','y','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','a','w','n','w','w','k','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','s','f','u','p','w','k','w','n','w','str1'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','k','w','w','n','str0'
'p','t','n','c','f','e','o','s','s','s','w','e','p','v','f','u','p','w','k','w','n','w','str1'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','g','l','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','a','w','n','w','y','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','p','a','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','p','a','w','n','w','n','w','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','g','a','w','n','w','n','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','a','w','n','w','w','w','str0'
'p','f','b','w','f','t','o','s','f','s','w','e','e','s','f','g','n','w','k','w','n','h','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','n','w','y','k','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','s','x','g','p','w','n','w','w','w','str1'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','a','w','n','w','y','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','s','u','n','w','n','w','n','p','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','l','w','k','w','y','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','l','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','g','a','w','k','w','n','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','m','a','w','k','w','y','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','a','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','p','l','w','n','w','n','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','y','f','u','n','w','n','w','g','p','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','y','x','u','n','w','k','w','g','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','l','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','l','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','l','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','m','a','w','n','w','y','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','k','w','y','k','str0'
'p','f','b','w','f','t','o','f','f','f','w','e','e','s','x','g','n','w','k','w','g','p','str0'
'p','t','n','w','f','t','o','s','s','s','w','b','p','v','f','d','a','w','n','w','y','p','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','s','x','g','p','w','k','w','w','p','str1'
'p','f','b','w','f','t','o','s','f','f','w','e','e','a','x','g','n','w','k','w','w','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','a','w','k','w','w','w','str0'
'p','t','n','w','f','t','o','s','s','s','w','b','p','v','x','d','l','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','a','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','g','l','w','k','w','w','g','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','n','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','m','l','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','n','w','y','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','g','a','w','k','w','n','p','str0'
'p','f','b','w','f','t','o','s','f','s','w','e','e','s','x','g','n','w','n','w','w','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','g','l','w','k','w','y','w','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','v','x','g','p','w','n','w','w','n','str1'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','g','l','w','k','w','y','n','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','a','w','n','w','w','p','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','g','a','w','n','w','y','g','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','v','x','u','p','w','k','w','w','k','str1'
'p','t','n','w','f','t','o','s','s','s','w','b','p','v','x','d','a','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','a','w','k','w','w','k','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','l','w','n','w','w','n','str0'
'p','t','n','w','f','t','o','s','s','s','w','b','p','v','f','d','l','w','n','w','w','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','l','w','n','w','y','k','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','f','d','a','w','u','w','y','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','g','a','w','k','w','w','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','m','a','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','p','l','w','n','w','n','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','l','w','k','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','n','w','y','n','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','v','x','u','p','w','n','w','n','n','str1'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','g','l','w','k','w','y','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','a','w','k','w','w','g','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','v','x','u','p','w','k','w','n','w','str1'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','l','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','l','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','a','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','g','l','w','n','w','w','g','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','p','k','w','n','p','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','g','a','w','k','w','n','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','g','l','w','n','w','y','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','x','u','n','w','n','w','g','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','g','l','w','k','w','n','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','g','a','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','a','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','k','w','y','g','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','f','d','a','w','n','w','y','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','l','w','n','w','y','g','str0'
'p','f','b','w','f','t','o','f','f','s','w','e','e','a','x','g','n','w','n','w','n','n','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','l','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','a','w','n','w','y','n','str0'
'p','f','b','w','f','t','o','f','s','s','w','e','e','s','f','g','n','w','k','w','g','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','y','x','u','n','w','n','w','n','g','str0'
'p','f','b','w','f','t','o','f','s','f','w','e','e','a','f','g','n','w','n','w','g','h','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','p','a','w','n','w','n','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','a','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','a','w','k','w','y','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','p','l','w','k','w','y','w','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','s','u','n','w','n','w','g','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','p','a','w','n','w','n','p','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','s','x','u','p','w','k','w','n','k','str1'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','p','a','w','n','w','y','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','g','a','w','n','w','y','w','str0'
'p','f','b','w','f','t','o','f','f','s','w','e','e','s','x','g','n','w','n','w','n','h','str0'
'p','f','b','w','f','t','o','f','f','f','w','e','e','a','x','g','n','w','k','w','n','p','str0'
'p','f','b','w','f','t','o','s','s','f','w','e','e','a','f','g','n','w','k','w','n','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','p','a','w','n','w','n','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','g','a','w','k','w','y','w','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','f','u','n','w','k','w','n','p','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','p','a','w','n','w','y','w','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','a','w','u','w','y','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','a','w','n','w','y','g','str0'
'p','f','b','w','f','t','o','s','f','s','w','e','e','s','x','g','n','w','k','w','g','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','g','a','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','g','l','w','k','w','n','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','k','w','y','w','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','y','s','u','n','w','n','w','n','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','k','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','g','l','w','k','w','w','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','y','s','u','n','w','k','w','n','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','l','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','g','l','w','n','w','y','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','g','a','w','n','w','y','k','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','s','x','u','p','w','k','w','n','p','str1'
'p','f','b','w','f','t','o','s','s','f','w','e','e','s','x','g','n','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','a','w','k','w','w','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','g','a','w','n','w','w','g','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','w','n','n','str0'
'p','t','n','c','f','e','o','s','s','s','w','e','p','s','x','u','p','w','n','w','n','w','str1'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','p','l','w','k','w','n','w','str0'
'p','f','b','w','f','t','o','s','s','s','w','e','e','a','x','g','n','w','k','w','n','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','l','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','a','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','a','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','k','w','y','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','a','w','n','w','w','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','x','u','n','w','n','w','g','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','g','a','w','k','w','n','w','str0'
'p','f','b','w','f','t','o','f','f','f','w','e','e','a','x','g','n','w','n','w','g','h','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','l','w','n','w','y','w','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','x','u','n','w','k','w','g','n','str0'
'p','t','n','c','f','e','o','s','s','s','w','e','p','s','x','u','p','w','n','w','n','p','str1'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','l','w','n','w','w','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','a','w','k','w','w','n','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','v','x','u','p','w','n','w','n','p','str1'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','l','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','l','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','l','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','l','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','n','w','w','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','g','a','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','p','l','w','n','w','n','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','n','w','w','w','str0'
'p','f','b','w','f','t','o','f','s','f','w','e','e','s','x','g','n','w','k','w','n','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','p','l','w','n','w','n','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','g','l','w','k','w','y','n','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','v','x','g','p','w','k','w','n','k','str1'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','a','w','n','w','y','w','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','l','w','u','w','w','p','str0'
'p','t','n','c','f','e','o','s','s','s','w','e','p','s','x','u','p','w','k','w','n','w','str1'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','g','l','w','k','w','y','k','str0'
'p','f','b','w','f','t','o','f','f','f','w','e','e','a','f','g','n','w','n','w','g','h','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','g','l','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','b','m','a','w','n','w','w','w','str0'
'p','t','n','c','f','e','o','s','y','s','w','e','p','s','x','u','p','w','n','w','n','p','str1'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','g','l','w','k','w','n','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','n','w','w','n','str0'
'p','t','n','w','f','t','o','s','s','s','w','b','p','v','x','d','a','w','n','w','w','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','p','a','w','n','w','n','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','m','a','w','n','w','w','k','str0'
'p','f','b','w','f','t','o','f','s','f','w','e','e','a','x','g','n','w','k','w','w','p','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','f','u','n','w','n','w','g','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','g','a','w','n','w','w','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','g','l','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','g','l','w','n','w','y','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','g','l','w','k','w','y','w','str0'
'p','t','n','w','f','t','o','s','s','s','w','b','p','v','f','d','l','w','n','w','w','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','m','a','w','k','w','w','w','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','a','w','u','w','y','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','l','w','n','w','w','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','m','l','w','n','w','y','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','p','a','w','n','w','n','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','l','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','l','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','x','p','a','w','k','w','y','p','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','l','w','k','w','w','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','l','w','k','w','y','w','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','x','g','l','w','k','w','n','p','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','g','l','w','n','w','w','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','g','l','w','k','w','n','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','l','w','k','w','w','w','str0'
'p','t','b','c','f','t','o','s','f','s','w','b','p','y','x','d','n','g','n','p','n','n','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','s','x','m','l','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','g','l','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','m','l','w','k','w','y','g','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','x','d','l','w','n','w','y','p','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','m','l','w','n','w','w','g','str0'
'p','f','b','w','f','t','o','f','s','s','w','e','e','a','x','g','n','w','k','w','g','h','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','b','g','a','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','m','l','w','k','w','y','w','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','p','a','w','k','w','y','n','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','p','a','w','n','w','n','w','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','x','m','a','w','n','w','w','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','g','l','w','n','w','y','n','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','s','b','g','a','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','a','w','n','w','y','w','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','v','x','u','n','w','k','w','n','k','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','y','f','g','a','w','n','w','n','p','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','m','a','w','k','w','w','g','str0'
'p','t','b','c','f','e','o','s','s','s','w','c','p','n','x','g','l','w','k','w','y','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','b','g','l','w','k','w','y','g','str0'
'p','t','b','c','f','e','o','y','y','s','w','r','p','s','f','p','a','w','n','w','y','w','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','g','l','w','k','w','y','g','str0'
'p','t','b','c','f','e','o','s','y','s','w','c','p','n','x','m','a','w','k','w','w','w','str0'
'p','t','n','w','f','t','o','s','f','s','w','b','p','v','f','d','a','w','u','w','w','n','str0'
'p','f','n','c','f','e','o','s','f','s','w','e','p','y','s','u','n','w','k','w','g','k','str0'
